protein,replID,treatment,timeID,timeAfterExposure,dose_uM,dose_uMadj,timepoints,data4modelInterpol,data4modelReal
N,11,CDDP,37,54.8,1,1,55,973.0401571824408,969.5
N,11,CDDP,38,56.3,1,1,56.5,981.7542410842642,998
N,11,CDDP,39,57.8,1,1,58,990.4950533168429,1003
N,11,CDDP,40,59.3,1,1,59.5,999.0900243846385,1033
N,11,CDDP,41,60.8,1,1,61,1007.3665847921122,987
N,11,CDDP,42,62.3,1,1,62.5,1015.152165043726,1006.5
N,11,CDDP,43,63.8,1,1,64,1022.2741956439411,1020.5
N,11,CDDP,44,65.3,1,1,65.5,1028.5601070972193,1033.5
N,11,CDDP,45,66.8,1,1,67,1033.8373299080217,1033
N,11,CDDP,46,68.3,1,1,68.5,1037.9332945808105,1021.5
N,11,CDDP,47,69.8,1,1,70,1040.6754316200468,1041.5
N,11,CDDP,48,71.3,1,1,71.5,1041.8911715301922,1049.5
N,12,CDDP,1,1,1,1,1,851.5065477612236,855
N,12,CDDP,2,2.5,1,1,2.5,863.011779703654,862
N,12,CDDP,3,4,1,1,4,877.8605146266682,869.5
N,12,CDDP,4,5.5,1,1,5.5,895.5306281797831,899.5
N,12,CDDP,5,7,1,1,7,915.4999960125161,907.5
N,12,CDDP,6,8.5,1,1,8.5,937.2464937743841,952.5
N,12,CDDP,7,10,1,1,10,960.2479971149046,959.5
N,12,CDDP,8,11.5,1,1,11.5,983.9823816835943,979.5
N,12,CDDP,9,13,1,1,13,1007.9275231299707,1017.5
N,12,CDDP,10,14.5,1,1,14.5,1031.561297103551,1032.5
N,12,CDDP,11,16,1,1,16,1054.3615792538517,1042.5
N,12,CDDP,12,17.5,1,1,17.5,1075.806245230391,1074
N,12,CDDP,13,19,1,1,19,1095.4775608764915,1100.5
N,12,CDDP,14,20.5,1,1,20.5,1113.3753528107034,1105.5
N,12,CDDP,15,22,1,1,22,1129.6038378453825,1119.5
N,12,CDDP,16,23.5,1,1,23.5,1144.2672327928851,1142
N,12,CDDP,17,25,1,1,25,1157.469754465567,1155.5
N,12,CDDP,18,26.5,1,1,26.5,1169.3156196757843,1186.5
N,12,CDDP,19,28,1,1,28,1179.909045235893,1193.5
N,12,CDDP,20,29.5,1,1,29.5,1189.354247958249,1203.5
N,12,CDDP,21,31,1,1,31,1197.755444655209,1200
N,12,CDDP,22,32.5,1,1,32.5,1205.2168521391284,1191.5
N,12,CDDP,23,34,1,1,34,1211.8426872223636,1206.5
N,12,CDDP,24,35.5,1,1,35.5,1217.7297045515052,1201.5
N,12,CDDP,25,37,1,1,37,1222.9448101100827,1209
N,12,CDDP,26,38.5,1,1,38.5,1227.5474477158607,1237.5
N,12,CDDP,27,40,1,1,40,1231.5970611866032,1242.5
N,12,CDDP,28,41.5,1,1,41.5,1235.153094340075,1239.5
N,12,CDDP,29,43,1,1,43,1238.2749909940399,1244
N,12,CDDP,30,44.5,1,1,44.5,1241.0221949662625,1232
N,12,CDDP,31,46,1,1,46,1243.4541500745072,1255
N,12,CDDP,32,47.5,1,1,47.5,1245.6303001365377,1241
N,12,CDDP,33,49,1,1,49,1247.6100889701193,1241
N,12,CDDP,34,50.5,1,1,50.5,1249.4529603930157,1235
N,12,CDDP,35,52,1,1,52,1251.2022874279842,1237
N,12,CDDP,36,53.5,1,1,53.5,1252.837159917753,1273
N,12,CDDP,37,55,1,1,55,1254.3205969100438,1274
N,12,CDDP,38,56.5,1,1,56.5,1255.6156174525775,1254
N,12,CDDP,39,58,1,1,58,1256.6852405930758,1251
N,12,CDDP,40,59.5,1,1,59.5,1257.4924853792593,1256
N,12,CDDP,41,61,1,1,61,1258.0003708588501,1266
N,12,CDDP,42,62.5,1,1,62.5,1258.1719160795687,1258
N,12,CDDP,43,64,1,1,64,1257.9701400891372,1248.5
N,12,CDDP,44,65.5,1,1,65.5,1257.3580619352763,1240.5
N,12,CDDP,45,67,1,1,67,1256.2987006657072,1272.5
N,13,CDDP,1,1,1,1,1,795.7911858061784,775
N,13,CDDP,2,2.5,1,1,2.5,809.0818935400059,827.5
N,13,CDDP,3,4,1,1,4,822.2930721743246,823
N,13,CDDP,4,5.5,1,1,5.5,835.4424653887806,843.5
N,13,CDDP,5,7,1,1,7,848.5478168630201,862
N,13,CDDP,6,8.5,1,1,8.5,861.6268702766889,864.5
N,13,CDDP,7,10,1,1,10,874.6973693094334,874.5
N,13,CDDP,8,11.5,1,1,11.5,887.7770576408996,876
N,13,CDDP,9,13,1,1,13,900.8836789507334,901.5
N,13,CDDP,10,14.5,1,1,14.5,914.034976918581,895.5
N,13,CDDP,11,16,1,1,16,927.2486952240886,917
N,13,CDDP,12,17.5,1,1,17.5,940.5425775469021,921
N,13,CDDP,13,19,1,1,19,953.9231907273759,956
N,13,CDDP,14,20.5,1,1,20.5,967.2998217083232,981.5
N,13,CDDP,15,22,1,1,22,980.5316686342493,989
N,13,CDDP,16,23.5,1,1,23.5,993.4775156926485,996.5
N,13,CDDP,17,25,1,1,25,1005.9961470710155,1009.5
N,13,CDDP,18,26.5,1,1,26.5,1017.9463469568443,1044
N,13,CDDP,19,28,1,1,28,1029.1868995376294,1024
N,13,CDDP,20,29.5,1,1,29.5,1039.5765890008656,1030.5
N,13,CDDP,21,31,1,1,31,1048.9741995340466,1051.5
N,13,CDDP,22,32.5,1,1,32.5,1057.2385153246678,1071
N,13,CDDP,23,34,1,1,34,1064.2283205602225,1066.5
N,13,CDDP,24,35.5,1,1,35.5,1069.8111574675754,1065
N,13,CDDP,25,37,1,1,37,1074.0560031790963,1060
N,13,CDDP,26,38.5,1,1,38.5,1077.2332697326601,1082
N,13,CDDP,27,40,1,1,40,1079.6221272055118,1072
N,13,CDDP,28,41.5,1,1,41.5,1081.5017456748965,1070
N,13,CDDP,29,43,1,1,43,1083.151295218059,1082
N,13,CDDP,30,44.5,1,1,44.5,1084.8499459122443,1074.5
N,13,CDDP,31,46,1,1,46,1086.876867834697,1086
N,13,CDDP,32,47.5,1,1,47.5,1089.5112310626623,1084
N,13,CDDP,33,49,1,1,49,1093.0322056733853,1099
N,13,CDDP,34,50.5,1,1,50.5,1097.7189617441106,1117
N,13,CDDP,35,52,1,1,52,1103.8483416993354,1112.5
N,13,CDDP,36,53.5,1,1,53.5,1111.415541981062,1130.5
N,13,CDDP,37,55,1,1,55,1119.8687606355375,1118.5
N,13,CDDP,38,56.5,1,1,56.5,1128.5933490848158,1108
N,13,CDDP,39,58,1,1,58,1136.974658750952,1123.5
N,13,CDDP,40,59.5,1,1,59.5,1144.3980410559998,1152.5
N,13,CDDP,41,61,1,1,61,1150.2488474220133,1156
N,13,CDDP,42,62.5,1,1,62.5,1153.9124292710476,1132
N,13,CDDP,43,64,1,1,64,1154.774138025156,1163.5
N,13,CDDP,44,65.5,1,1,65.5,1152.2193251063936,1169.5
N,13,CDDP,45,67,1,1,67,1145.6333419368138,1140.5
N,13,CDDP,46,68.5,1,1,68.5,1134.4015399384716,1130.5
N,4,CDDP,1,0.5,1,1,1,808.0706971889157,799.5
N,4,CDDP,2,2,1,1,2.5,816.1443589072128,811
N,4,CDDP,3,3.5,1,1,4,822.8377185745306,826.5
N,4,CDDP,4,5,1,1,5.5,828.3665632864344,843
N,4,CDDP,5,6.5,1,1,7,832.946680138489,828.5
N,4,CDDP,6,8,1,1,8.5,836.7938562262592,829.5
N,4,CDDP,7,9.5,1,1,10,840.1238786453101,838.5
N,4,CDDP,8,11,1,1,11.5,843.1525344912066,835
N,4,CDDP,9,12.5,1,1,13,846.0956108595134,850
N,4,CDDP,10,14,1,1,14.5,849.1688948457958,845.5
N,4,CDDP,11,15.5,1,1,16,852.5881735456182,847
N,4,CDDP,12,17,1,1,17.5,856.5692340545461,858
N,4,CDDP,13,18.5,1,1,19,861.3031791476747,857.5
N,4,CDDP,14,20,1,1,20.5,866.8170102376188,859
N,4,CDDP,15,21.5,1,1,22,873.0707848598805,865
N,4,CDDP,16,23,1,1,23.5,880.0243630753979,885.5
N,4,CDDP,17,24.5,1,1,25,887.637604945109,894.5
N,4,CDDP,18,26,1,1,26.5,895.8703705299523,891
N,4,CDDP,19,27.5,1,1,28,904.6825198908655,902.5
N,4,CDDP,20,29,1,1,29.5,914.0339130887871,917
N,4,CDDP,21,30.5,1,1,31,923.8844101846549,939.5
N,4,CDDP,22,32,1,1,32.5,934.1938712394074,919.5
N,4,CDDP,23,33.5,1,1,34,944.9221563139823,929
N,4,CDDP,24,35,1,1,35.5,956.0292691166347,939
N,4,CDDP,25,36.5,1,1,37,967.4838321946088,974.5
N,4,CDDP,26,38,1,1,38.5,979.2678272955839,971.5
N,4,CDDP,27,39.5,1,1,40,991.3643853457704,1005
N,4,CDDP,28,41,1,1,41.5,1003.7566372713796,989.5
N,4,CDDP,29,42.5,1,1,43,1016.4277139986223,1008
N,4,CDDP,30,44,1,1,44.5,1029.3607464537095,1026
N,4,CDDP,31,45.5,1,1,46,1042.5388655628517,1035
N,4,CDDP,32,47,1,1,47.5,1055.9452022522603,1053.5
N,4,CDDP,33,48.5,1,1,49,1069.562887448146,1055
N,4,CDDP,34,50,1,1,50.5,1083.3750520767196,1074.5
N,4,CDDP,35,51.5,1,1,52,1097.3648270641925,1102
N,4,CDDP,36,53,1,1,53.5,1111.4971608577919,1107.5
N,4,CDDP,37,54.5,1,1,55,1125.6161247844666,1129
N,4,CDDP,38,56,1,1,56.5,1139.5164792881637,1156
N,4,CDDP,39,57.5,1,1,58,1152.9928393529972,1145
N,4,CDDP,40,59,1,1,59.5,1165.8398199630824,1151.5
N,4,CDDP,41,60.5,1,1,61,1177.8520361025337,1155.5
N,4,CDDP,42,62,1,1,62.5,1188.824102755466,1184
N,4,CDDP,43,63.5,1,1,64,1198.5506349059942,1182
N,4,CDDP,44,65,1,1,65.5,1206.8262475382326,1225.5
N,4,CDDP,45,66.5,1,1,67,1213.4455556362964,1220.5
N,4,CDDP,46,68,1,1,68.5,1218.2031741842998,1217.5
N,4,CDDP,47,69.5,1,1,70,1220.8937181663582,1212.5
N,7,CDDP,1,1,1,1,1,708.4067670512685,697
N,7,CDDP,2,2.5,1,1,2.5,713.0752115134082,716.5
N,7,CDDP,3,4,1,1,4,718.5187770238026,725.5
N,7,CDDP,4,5.5,1,1,5.5,724.6020740862098,741.5
N,7,CDDP,5,7,1,1,7,731.1897132043878,725.5
N,7,CDDP,6,8.5,1,1,8.5,738.1463048820949,739
N,7,CDDP,7,10,1,1,10,745.3364596230894,746.5
N,7,CDDP,8,11.5,1,1,11.5,752.6247879311293,749
N,7,CDDP,9,13,1,1,13,759.8759003099728,744
N,7,CDDP,10,14.5,1,1,14.5,766.9544072633781,761
N,7,CDDP,11,16,1,1,16,773.7249192951035,769
N,7,CDDP,12,17.5,1,1,17.5,780.052046908907,776.5
N,7,CDDP,13,19,1,1,19,785.8010745909985,793.5
N,7,CDDP,14,20.5,1,1,20.5,790.9188387042466,810
N,7,CDDP,15,22,1,1,22,795.5105614876754,804.5
N,7,CDDP,16,23.5,1,1,23.5,799.6996627065055,801.5
N,7,CDDP,17,25,1,1,25,803.609562125957,802.5
N,7,CDDP,18,26.5,1,1,26.5,807.3636795112512,790.5
N,7,CDDP,19,28,1,1,28,811.0854346276083,817.5
N,7,CDDP,20,29.5,1,1,29.5,814.8982472402486,800.5
N,7,CDDP,21,31,1,1,31,818.9255371143929,802.5
N,7,CDDP,22,32.5,1,1,32.5,823.290724015262,830
N,7,CDDP,23,34,1,1,34,828.1172277080759,846.5
N,7,CDDP,24,35.5,1,1,35.5,833.5284679580556,846.5
N,7,CDDP,25,37,1,1,37,839.6422831744376,847
N,7,CDDP,26,38.5,1,1,38.5,846.4481405788317,850
N,7,CDDP,27,40,1,1,40,853.80713620522,835
N,7,CDDP,28,41.5,1,1,41.5,861.5747847316013,866.5
N,7,CDDP,29,43,1,1,43,869.6066008359741,870.5
N,7,CDDP,30,44.5,1,1,44.5,877.7580991963368,872.5
N,7,CDDP,31,46,1,1,46,885.8847944906884,879
N,7,CDDP,32,47.5,1,1,47.5,893.8422013970268,896.5
N,7,CDDP,33,49,1,1,49,901.4858345933511,902
N,7,CDDP,34,50.5,1,1,50.5,908.6712087576598,887.5
N,7,CDDP,35,52,1,1,52,915.2538385679512,921.5
N,7,CDDP,36,53.5,1,1,53.5,921.0892387022242,907
N,7,CDDP,37,55,1,1,55,926.0631239470177,940.5
N,7,CDDP,38,56.5,1,1,56.5,930.3240618854264,922
N,7,CDDP,39,58,1,1,58,934.1559613277091,948.5
N,7,CDDP,40,59.5,1,1,59.5,937.8438496066617,970.5
N,7,CDDP,41,61,1,1,61,941.672754055081,941
N,7,CDDP,42,62.5,1,1,62.5,945.9277020057633,959.5
N,7,CDDP,43,64,1,1,64,950.8937207915053,925
N,7,CDDP,44,65.5,1,1,65.5,956.8558377451035,943
N,7,CDDP,45,67,1,1,67,964.0990801993543,952.5
N,7,CDDP,46,68.5,1,1,68.5,972.9084754870544,981
N,7,CDDP,47,70,1,1,70,983.5690509410003,980.5
N,7,CDDP,48,71.5,1,1,71.5,996.3658338939883,1005
N,8,CDDP,1,0.9,1,1,1,1186.7561871337043,1201
N,8,CDDP,2,2.4,1,1,2.5,1194.501034898695,1200.5
N,8,CDDP,3,3.9,1,1,4,1204.6712352382865,1185
N,8,CDDP,4,5.4,1,1,5.5,1216.873668842758,1206.5
N,8,CDDP,5,6.9,1,1,7,1230.7152164023896,1214
N,8,CDDP,6,8.4,1,1,8.5,1245.8027586074613,1230
N,8,CDDP,7,9.9,1,1,10,1261.7431761482528,1262
N,8,CDDP,8,11.4,1,1,11.5,1278.1433497150438,1289.5
N,8,CDDP,9,12.9,1,1,13,1294.6101599981141,1305.5
N,8,CDDP,10,14.4,1,1,14.5,1310.7504876877433,1338
N,8,CDDP,11,15.9,1,1,16,1326.1712134742115,1354.5
N,8,CDDP,12,17.4,1,1,17.5,1340.4792180477987,1346
N,8,CDDP,13,18.9,1,1,19,1353.3267543041986,1333
N,8,CDDP,14,20.4,1,1,20.5,1364.6840238120787,1366
N,8,CDDP,15,21.9,1,1,22,1374.6572059196913,1360.5
N,8,CDDP,16,23.4,1,1,23.5,1383.3529932852657,1347
N,8,CDDP,17,24.9,1,1,25,1390.8780785670308,1377.5
N,8,CDDP,18,26.4,1,1,26.5,1397.3391544232159,1407
N,8,CDDP,19,27.9,1,1,28,1402.8429135120498,1405.5
N,8,CDDP,20,29.4,1,1,29.5,1407.496048491762,1407
N,8,CDDP,21,30.9,1,1,31,1411.405252020581,1414.5
N,8,CDDP,22,32.4,1,1,32.5,1414.6772167567362,1413
N,8,CDDP,23,33.9,1,1,34,1417.4186353584569,1422
N,8,CDDP,24,35.4,1,1,35.5,1419.7334909197223,1417
N,8,CDDP,25,36.9,1,1,37,1421.679345461358,1418
N,8,CDDP,26,38.4,1,1,38.5,1423.2747588315576,1436.5
N,8,CDDP,27,39.9,1,1,40,1424.5370792130043,1448.5
N,8,CDDP,28,41.4,1,1,41.5,1425.4836547883815,1402
N,8,CDDP,29,42.9,1,1,43,1426.131833740372,1428.5
N,8,CDDP,30,44.4,1,1,44.5,1426.4989642516596,1419.5
N,8,CDDP,31,45.9,1,1,46,1426.6023945049271,1430
N,8,CDDP,32,47.4,1,1,47.5,1426.459472682858,1434
N,8,CDDP,33,48.9,1,1,49,1426.087546968135,1435
N,8,CDDP,34,50.4,1,1,50.5,1425.5039655434416,1431.5
N,8,CDDP,35,51.9,1,1,52,1424.727691519583,1426
N,8,CDDP,36,53.4,1,1,53.5,1423.8873126433532,1409
N,8,CDDP,37,54.9,1,1,55,1423.2890886566515,1403.5
N,8,CDDP,38,56.4,1,1,56.5,1423.2555065154124,1441
N,8,CDDP,39,57.9,1,1,58,1424.1090531755706,1416
N,8,CDDP,40,59.4,1,1,59.5,1426.1722155930624,1405.5
N,8,CDDP,41,60.9,1,1,61,1429.7674807238225,1429
N,8,CDDP,42,62.4,1,1,62.5,1435.2173355237858,1454
N,8,CDDP,43,63.9,1,1,64,1442.8442669488873,1453
N,8,CDDP,44,65.4,1,1,65.5,1452.9707619550627,1440.5
N,8,CDDP,45,66.9,1,1,67,1465.9193074982466,1490.5
N,8,CDDP,46,68.4,1,1,68.5,1482.0123905343744,1461
N,1,CDDP,1,0.6,1,1,1,610.6667651618915,610.5
N,1,CDDP,2,2.1,1,1,2.5,610.3452600006244,616.5
N,1,CDDP,3,3.6,1,1,4,614.3789078573789,610
N,1,CDDP,4,5.1,1,1,5.5,622.1634220931815,609
N,1,CDDP,5,6.6,1,1,7,633.0945160690578,632.5
N,1,CDDP,6,8.1,1,1,8.5,646.5679031460343,647.5
N,1,CDDP,7,9.6,1,1,10,661.9792966851369,655
N,1,CDDP,8,11.1,1,1,11.5,678.7244100473919,685
N,1,CDDP,9,12.6,1,1,13,696.1989565938252,705.5
N,1,CDDP,10,14.1,1,1,14.5,713.798649685463,704.5
N,1,CDDP,11,15.6,1,1,16,730.9192026833315,706
N,1,CDDP,12,17.1,1,1,17.5,746.9744034551625,726.5
N,1,CDDP,13,18.6,1,1,19,761.7629411333539,762
N,1,CDDP,14,20.1,1,1,20.5,775.4520285769883,775
N,1,CDDP,15,21.6,1,1,22,788.2236757027844,794.5
N,1,CDDP,16,23.1,1,1,23.5,800.2598924274612,803.5
N,1,CDDP,17,24.6,1,1,25,811.7426886677374,805
N,1,CDDP,18,26.1,1,1,26.5,822.8540743403316,813.5
N,1,CDDP,19,27.6,1,1,28,833.7760593619631,844.5
N,1,CDDP,20,29.1,1,1,29.5,844.6906536493506,842
N,1,CDDP,21,30.6,1,1,31,855.7798671192128,843.5
N,1,CDDP,22,32.1,1,1,32.5,867.2257096882686,874.5
N,1,CDDP,23,33.6,1,1,34,879.1882607133251,894
N,1,CDDP,24,35.1,1,1,35.5,891.6469765974499,875.5
N,1,CDDP,25,36.6,1,1,37,904.4924865946184,889.5
N,1,CDDP,26,38.1,1,1,38.5,917.6148017142065,910
N,1,CDDP,27,39.6,1,1,40,930.9039329655898,929.5
N,1,CDDP,28,41.1,1,1,41.5,944.2498913581437,935
N,1,CDDP,29,42.6,1,1,43,957.5426879012444,953
N,1,CDDP,30,44.1,1,1,44.5,970.6723336042672,972.5
N,1,CDDP,31,45.6,1,1,46,983.5288394765879,976
N,1,CDDP,32,47.1,1,1,47.5,996.0022165275823,991
N,1,CDDP,33,48.6,1,1,49,1007.9824758135222,994.5
N,1,CDDP,34,50.1,1,1,50.5,1019.3702728405411,1013
N,1,CDDP,35,51.6,1,1,52,1030.1067650361606,1047
N,1,CDDP,36,53.1,1,1,53.5,1040.1427414049688,1058.5
N,1,CDDP,37,54.6,1,1,55,1049.428990951555,1045
N,1,CDDP,38,56.1,1,1,56.5,1057.9163026805074,1045.5
N,1,CDDP,39,57.6,1,1,58,1065.5554655964152,1062
N,1,CDDP,40,59.1,1,1,59.5,1072.2972687038666,1066.5
N,1,CDDP,41,60.6,1,1,61,1078.0925010074504,1077.5
N,1,CDDP,42,62.1,1,1,62.5,1082.891951511755,1074.5
N,1,CDDP,43,63.6,1,1,64,1086.6464092213694,1084.5
N,1,CDDP,44,65.1,1,1,65.5,1089.3066631408824,1095
N,2,CDDP,1,0.7,1,1,1,807.466710633804,792.5
N,2,CDDP,2,2.2,1,1,2.5,815.4766576996839,822.5
N,2,CDDP,3,3.7,1,1,4,827.3066273863913,834
N,2,CDDP,4,5.2,1,1,5.5,842.3756774698354,848
N,2,CDDP,5,6.7,1,1,7,860.1028657259255,852.5
N,2,CDDP,6,8.2,1,1,8.5,879.9072499305711,881
N,2,CDDP,7,9.7,1,1,10,901.2078878596809,896
N,2,CDDP,8,11.2,1,1,11.5,923.4238372891647,906
N,2,CDDP,9,12.7,1,1,13,945.9741559949314,912.5
N,2,CDDP,10,14.2,1,1,14.5,968.2779017528903,974.5
N,2,CDDP,11,15.7,1,1,16,989.7541323389507,993.5
N,2,CDDP,12,17.2,1,1,17.5,1009.8229041750889,1006.5
N,2,CDDP,13,18.7,1,1,19,1028.1159866495027,1044
N,2,CDDP,14,20.2,1,1,20.5,1044.7375087401192,1053.5
N,2,CDDP,15,21.7,1,1,22,1059.8555127731588,1036
N,2,CDDP,16,23.2,1,1,23.5,1073.6380410748422,1055.5
N,2,CDDP,17,24.7,1,1,25,1086.25313597139,1086
N,2,CDDP,18,26.2,1,1,26.5,1097.8688397890226,1115
N,2,CDDP,19,27.7,1,1,28,1108.6531948539603,1114
N,2,CDDP,20,29.2,1,1,29.5,1118.7742434924235,1104
N,2,CDDP,21,30.7,1,1,31,1128.400028030633,1140.5
N,2,CDDP,22,32.2,1,1,32.5,1137.6985907948097,1117
N,2,CDDP,23,33.7,1,1,34,1146.8376677778908,1139
N,2,CDDP,24,35.2,1,1,35.5,1155.9200523169548,1148
N,2,CDDP,25,36.7,1,1,37,1164.9036421065232,1170.5
N,2,CDDP,26,38.2,1,1,38.5,1173.7267295110466,1176.5
N,2,CDDP,27,39.7,1,1,40,1182.3276068949763,1180
N,2,CDDP,28,41.2,1,1,41.5,1190.6445666227623,1199.5
N,2,CDDP,29,42.7,1,1,43,1198.6159010588553,1201.5
N,2,CDDP,30,44.2,1,1,44.5,1206.1799025677064,1196.5
N,2,CDDP,31,45.7,1,1,46,1213.2748635137661,1211.5
N,2,CDDP,32,47.2,1,1,47.5,1219.839076261485,1215.5
N,2,CDDP,33,48.7,1,1,49,1225.810833175314,1231
N,2,CDDP,34,50.2,1,1,50.5,1231.128814118588,1215.5
N,2,CDDP,35,51.7,1,1,52,1235.8138487181504,1242
N,2,CDDP,36,53.2,1,1,53.5,1240.0700535732012,1236
N,2,CDDP,37,54.7,1,1,55,1244.1263452115452,1241.5
N,2,CDDP,38,56.2,1,1,56.5,1248.2116401609887,1256.5
N,2,CDDP,39,57.7,1,1,58,1252.5548549493371,1258.5
N,2,CDDP,40,59.2,1,1,59.5,1257.3849061043957,1260.5
N,2,CDDP,41,60.7,1,1,61,1262.9307101539705,1240
N,2,CDDP,42,62.2,1,1,62.5,1269.421183625867,1269
N,2,CDDP,43,63.7,1,1,64,1277.0852430478906,1272
N,2,CDDP,44,65.2,1,1,65.5,1286.1518049478475,1305.5
N,2,CDDP,45,66.7,1,1,67,1296.849785853543,1284
N,3,CDDP,1,1.1,1,1,1,601.5583078876929,600.5
N,3,CDDP,2,2.6,1,1,2.5,613.8461300975796,621.5
N,3,CDDP,3,4.1,1,1,4,625.9172114566157,626.5
N,3,CDDP,4,5.6,1,1,5.5,637.8446120317747,636.5
N,3,CDDP,5,7.1,1,1,7,649.7013918900298,640.5
N,3,CDDP,6,8.6,1,1,8.5,661.5606110983543,665
N,3,CDDP,7,10.1,1,1,10,673.4953297237223,674
N,3,CDDP,8,11.6,1,1,11.5,685.5786078331066,682
N,3,CDDP,9,13.1,1,1,13,697.8835054934809,702
N,3,CDDP,10,14.6,1,1,14.5,710.4830827718185,710.5
N,3,CDDP,11,16.1,1,1,16,723.450399735093,733.5
N,3,CDDP,12,17.6,1,1,17.5,736.8585164502779,750.5
N,3,CDDP,13,19.1,1,1,19,750.7489101963191,748.5
N,3,CDDP,14,20.6,1,1,20.5,765.0086778090842,762.5
N,3,CDDP,15,22.1,1,1,22,779.4778181766975,780
N,3,CDDP,16,23.6,1,1,23.5,793.9963186775207,803.5
N,3,CDDP,17,25.1,1,1,25,808.4041666899155,804.5
N,3,CDDP,18,26.6,1,1,26.5,822.541349592244,813
N,3,CDDP,19,28.1,1,1,28,836.2478547628679,835.5
N,3,CDDP,20,29.6,1,1,29.5,849.3636695801491,851
N,3,CDDP,21,31.1,1,1,31,861.7287814224492,848.5
N,3,CDDP,22,32.6,1,1,32.5,873.1831776681302,854
N,3,CDDP,23,34.1,1,1,34,883.5668456955539,896.5
N,3,CDDP,24,35.6,1,1,35.5,892.7629857211056,893.5
N,3,CDDP,25,37.1,1,1,37,900.8660274788127,922
N,3,CDDP,26,38.6,1,1,38.5,908.0348420048867,911.5
N,3,CDDP,27,40.1,1,1,40,914.4283160836577,912.5
N,3,CDDP,28,41.6,1,1,41.5,920.2053364994556,928
N,3,CDDP,29,43.1,1,1,43,925.5247900366106,938
N,3,CDDP,30,44.6,1,1,44.5,930.5455634794529,933
N,3,CDDP,31,46.1,1,1,46,935.4265436123123,919
N,3,CDDP,32,47.6,1,1,47.5,940.3266172195192,952
N,3,CDDP,33,49.1,1,1,49,945.4046710854034,937.5
N,3,CDDP,34,50.6,1,1,50.5,950.8195919942953,931
N,3,CDDP,35,52.1,1,1,52,956.6788479079706,961
N,3,CDDP,36,53.6,1,1,53.5,962.8385654372867,972.5
N,3,CDDP,37,55.1,1,1,55,969.0781926865803,957
N,3,CDDP,38,56.6,1,1,56.5,975.1771590215508,968
N,3,CDDP,39,58.1,1,1,58,980.9148938078965,1001
N,3,CDDP,40,59.6,1,1,59.5,986.0708264113172,996.5
N,3,CDDP,41,61.1,1,1,61,990.4243861975116,989
N,3,CDDP,42,62.6,1,1,62.5,993.7550025321782,988
N,3,CDDP,43,64.1,1,1,64,995.8421047810166,987.5
N,3,CDDP,44,65.6,1,1,65.5,996.4651223097252,1000
N,3,CDDP,45,67.1,1,1,67,995.4034844840035,997
N,5,CDDP,1,0.8,1,1,1,1073.9541479924992,1065
N,5,CDDP,2,2.3,1,1,2.5,1079.2147597601804,1081
N,5,CDDP,3,3.8,1,1,4,1088.1933527945603,1108
N,5,CDDP,4,5.3,1,1,5.5,1100.2798569490444,1100.5
N,5,CDDP,5,6.8,1,1,7,1114.8642020770387,1120
N,5,CDDP,6,8.3,1,1,8.5,1131.3363180319493,1087
N,5,CDDP,7,9.8,1,1,10,1149.086134667182,1127
N,5,CDDP,8,11.3,1,1,11.5,1167.5035818361428,1171
N,5,CDDP,9,12.8,1,1,13,1185.9785893922372,1215.5
N,5,CDDP,10,14.3,1,1,14.5,1203.9010871888718,1207
N,5,CDDP,11,15.8,1,1,16,1220.661005079452,1217.5
N,5,CDDP,12,17.3,1,1,17.5,1235.6485937241746,1244
N,5,CDDP,13,18.8,1,1,19,1248.4498360262066,1242.5
N,5,CDDP,14,20.3,1,1,20.5,1259.1786024622613,1260.5
N,5,CDDP,15,21.8,1,1,22,1268.036865073855,1279
N,5,CDDP,16,23.3,1,1,23.5,1275.2265959025046,1274
N,5,CDDP,17,24.8,1,1,25,1280.949766989727,1261
N,5,CDDP,18,26.3,1,1,26.5,1285.4083503770391,1272.5
N,5,CDDP,19,27.8,1,1,28,1288.8043181059566,1261
N,5,CDDP,20,29.3,1,1,29.5,1291.3396422179974,1295
N,5,CDDP,21,30.8,1,1,31,1293.2162947546774,1306
N,5,CDDP,22,32.3,1,1,32.5,1294.6362477575137,1303.5
N,5,CDDP,23,33.8,1,1,34,1295.8014224106814,1299
N,5,CDDP,24,35.3,1,1,35.5,1296.8827105627354,1316.5
N,5,CDDP,25,36.8,1,1,37,1297.9673183064233,1286.5
N,5,CDDP,26,38.3,1,1,38.5,1299.1284850370212,1295
N,5,CDDP,27,39.8,1,1,40,1300.439450149806,1299
N,5,CDDP,28,41.3,1,1,41.5,1301.973453040053,1296
N,5,CDDP,29,42.8,1,1,43,1303.8037331030391,1308.5
N,5,CDDP,30,44.3,1,1,44.5,1306.0035297340405,1319.5
N,5,CDDP,31,45.8,1,1,46,1308.6460823283337,1316.5
N,5,CDDP,32,47.3,1,1,47.5,1311.8046302811945,1300
N,5,CDDP,33,48.8,1,1,49,1315.5524129878997,1310.5
N,5,CDDP,34,50.3,1,1,50.5,1319.9625209027306,1306
N,5,CDDP,35,51.8,1,1,52,1325.0171718557103,1329.5
N,5,CDDP,36,53.3,1,1,53.5,1330.4535012704396,1324
N,5,CDDP,37,54.8,1,1,55,1335.9677416499092,1341.5
N,5,CDDP,38,56.3,1,1,56.5,1341.2561254971101,1340.5
